text,translation,num_words,author,source,page,line
Lavil Chelchè jimlé épi man pa ka chonjé kiles vil an Alzas.,La ville de Schœlcher est jumelée à je ne sais plus quelle ville en Alsace.,12,,,335,61
Pou tjenbé jip-la monté.,Afin de remonter la jupe.,8,G. Mauvois,M.M.,336,9
"Es ou konnet an sel jipitè fè nou gras, avan nou mò ?",En connais-tu un seul dont Jupiter nous a fait grâce avant notre mort ?,17,G.Mauvois,Antig.,336,17
Séré’y anba jipon-yo épi ay mété’y bò kaz a yo lamenm.,Le cacher sous leurs jupons et aller tout de suite après le cacher chez elles.,14,R. Confiant,Maris.,336,21
Yonn jiré lot.,Ils s’injurièrent l’un l’autre.,7,I. Césaire,C. N.J.,336,29
Man té jiré man pa té kay viré.,J’avais juré de ne pas revenir.,13,G. Mauvois,Antig.,336,41
Man ka kité'w épi mésié lé jiré.,Je vous laisse avec messieurs les jurés.,13,T. Léotin,L. E.,336,46
Fok ou té rivé trapé yonn-dé prev jiridik.,Il faut que tu parviennes à obtenir quelques preuves juridiques.,8,,,336,52
Pa té ni an sel jiris adan réyinion-an.,Il n’y avait aucun juriste dans la réunion.,8,,,336,58
Lavi-a pa jis.,La vie n’est pas juste.,9,S. Restog,T.P.P.,336,64
"Jis an moman-tala, i konprann zafè’y té bel.","Jusqu’à cet instant, elle crut que la partie était gagnée.",8,,,336,70
Yo di jiskont avan lanmò’w... Ou ka wè yo ka douvan zié’w.,On dit que juste avant sa mort... On les voit défiler devant ses yeux.,12,G.H. Léotin,M.L.,337,9
Konsidiré i té lé jistifié konpowtasion’y.,Comme s’il voulait justifier son comportement.,9,R. Confiant,Maris.,337,17
Yo ka mandé an fakti dlo ek an jistifikatif loyé.,Ils demandent une facture d’eau et un justificatif de loyer.,10,,,337,23
"Jistiman, lè katiem lannuit-la rivé…","Justement, lorsque la quatrième nuit arriva…",8,F. Kichenassamy,C.D.D.,337,29
"Bon bwa-denn, bon klou jiwof","Beaucoup de bois d’Inde, beaucoup de clou de girofle.",8,G. Mauvois,K.L.K.K.,337,38
Kifè si jòdi i ka trapé kochma.,Ce qui fait qu’aujourd’hui il a des cauchemars.,9,Monchoachi,B.B.Z.,337,54
"Jòdi, timanmay bizwen fè lalwa lakay fanmi-yo.","Aujourd’hui, les enfants veulent faire la loi à la maison.",7,,,337,61
An bon migan té ka jojoté an latjuizin-la.,un bon migan mijotait dans la cuisine.,8,,,338,12
Sé joké-a pa té ka rivé ranjé kò-yo pou démaré kous-la.,Les jockeys ne parvenaient pas à se mettre en rang pour que la course puisse commencer.,17,H. Bartéléry,T. A.,338,16
Pou té fè yo joli gason.,Pour qu’ils se transforment en jolis garçons.,10,F. Marbot,Bamb.,338,22
Pétet pas nonm griji jolies.,Peut-être parce que l’homme a écorché ce qui est joli.,11,Monchoachi,B. B. Z.,338,26
Pou moun té gadé klérans ek jolivans-yo.,Afin que les gens admirent leur brillance et leur joliesse.,13,T. Léotin,L. E.,338,30
Si ou twouvé ti mabel-ou tou jòlot.,Si vous trouvez que votre petite Mabelle est toute jolie.,13,G.Gratiant,F.C.,338,34
"Zot sé sovaj : lapo-zot jòn, lapo-zot wouj","Vous êtes des sauvages : vous avez la peau jaune, vous avez  la peau rouge.",11,G. Gratiant,F.C.,338,40
Mi jou ki té pòtè chalè !,Quel jour de grande chaleur !,13,R.Confiant,J.D.D.B.,338,48
I té pòté épi li yon ti souflet yo té ba’y joudlan.,Il avait amené avec lui un petit sifflet qu’on lui avait offert le jour de l’an.,21,L. Hearn,T. F. B. C.,338,53
I ka monté-désann anba tout bwa pòté joujou ba moun.,Il parcourt les bois afin de nous apporter des joujoux.,14,S. Restog,M. N.,338,57
I ka jouké chouval-la ki ni gwo kriniè-a.,Il met un mors au cheval qui a la grosse crinière.,13,G. Mauvois,Antig.,339,9
"Ou té ni tout kalté prézidan, lawmé, lapolis, lajistis, jounalis voyé.","Il y avait toutes sortes de présidents, de militaires, de policiers, de juges, de",11,G. Mauvois,K. L. K.,339,17
I pwan an vié jounal-lanmou ki té ka drivé anlè an lamwè.,Elle prit un ancien roman-photo qui traînait sur une armoire.,17,R. Confiant,Maris.,339,23
jounou                    . genou Fo pa jounou’w kouvè.,Il ne faut pas que tes genoux soient couverts.,10,G. Mauvois,M.M.,339,27
Ni an fanm ki lonj é anba lonbwaj an gran joupa.,Il y a une femme allongée à l’ombre d’une grande hutte.,17,Monchoachi,B. B. Z.,339,31
Noel kon sa sé an joy bel moman.,"Noël comme cela, c'est un sacré beau moment.",15,M. Lebielle,F. N.,339,49
Si sé Joseph oben Piè ki non moun-lan.,Si la personne s’appelle Joseph ou Pierre.,11,R. Confiant,M.F.,339,53
juif  1                    . juif (poisson de la famille des priacanthidés aux écailles rouge brillant et aux yeux,phosphorescents). N. Sc. Priacanthus arenatus,37,,,339,55
juif  2,. juif,3,,,339,57
I té kon an Juif éran.,Il ressemblait à un Juif errant.,11,R. Davidas,Ch.,339,59
I matjé tou sa i té ka òbsèvé anlè tan-an dépi 7 juiyé jik rivé 28 désanm 1751.,"(S. Restog, Lam.)",18,,,339,63
Fout monkonpè jwa bomaten-an !,Qu’est-ce que notre homme est joyeux ce matin !,5,,,340,6
jwé 1                    . jouer Sé pa di met a pié ki té ké opozé yo jwé.,Ce ne sont pas dix mètres à pied qui les auraient empêchés de jouer.,18,Jid,Ant. n° 1193,340,9
Kité jwé-a an ti moman.,Laisse tomber le jeu un instant.,13,G. de Vassoigne,F. K.,340,14
Papa Nwel épi pannié jwé’y anlè do’y.,Le Père Noël avec son panier de jouets sur le dos.,10,F. Kichenassamy,C.D.D.,340,22
Kouman zot pé ka kwè an nonm kon mwen ka jwé ?,Comment pouvez-vous croire que quelqu’un comme moi puisse plaisanter ?,17,G. Mauvois,Antig.,340,29
San jennen sé dé jwè-a.,Sans gêner les deux joueurs.,9,F. Kichenassamy,C.D.D.,340,33
I ka koumansé pa wouyé tout jwen zo'w pé ni.,Il commence par rouiller toutes les articulations de vos os.,16,J-F. Liénafa,M. M.,340,43
"Sé ti vakabon-an, dépi yo té touvé an jwen, yo té ka chapé.","Ces petits voyous, dès qu'ils en avaient la possibilité, s'échappaient.",19,H. Bartéléry,T. A.,340,49
Fèfèn dwet té jwenn li an sanmdi oswè adan tjek kazino.,Fèfène avait dû le rencontrer un samedi soir dans un dancing quelconque.,17,G-H. Léotin,M. L.,340,59
O poumié ki rivé jwenn dlo ki dlo.,C’est à qui le premier atteindra la vraie au.,13,Jean Bernabé,Matin.,340,66
Madanm-li té ka ripwoché’y jwi two vit.,Sa femme lui reprochait de jouir trop vite.,7,,,341,7
K   ka 1,. particule aspectuo-temporelle exprimant l’action en train de se faire,5,,,342,4
"Mwen ka mandé’w sa i fè, souplé.","Je vous demande ce qu’il a fait, s’il vous plaît.",12,Monchoachi,K. L.,342,6
Nou ké anni di sé li ki lotè ka-a.,Nous dirons simplement qu'il est l'auteur du délit.,18,R. Confiant,J. D. D. B.,342,19
Sentéli té ka anni lwé lwé Penlen ba moun-lan.,Saint-Elie louait simplement Pinlin aux gens..,17,G. Mauvois,K. L. K.,342,24
San-an ka mò épi moun-lan ka kabanné.,Le sang meurt et puis la personne tombe gravement malade et meurt.,14,H.Atine,A.S.D.,342,44
"Pon moun dan fanmi pa bliyé, menm an fon kabech i matjé.","Personne dans les familles n’a oublié, même au fond des têtes, cela est inscrit.",15,M.Lebielle,F.N.,342,57
Fok sonjé ek kabéché tou sa.,Il faut penser et réfléchir à tout cela.,9,M.Lebielle,F.N.,342,61
Abel té ka dansé kabel.,"Abel dansait la ""kabel"".",13,R. Davidas,Ch.,342,66
"An tras ka pati la Kabestè, kidonk la Trinité, pou rijwenn Foyal.","Un sentier qui partait de la Cabesterre, de Trinité donc, pour rejoindre Fort-Royal.",12,H. Bartéléry,T. A.,343,4
Lè’w fini ou ka kabibé mélanj-lan anlè chak fey-la.,"Quand on a fini, on imbibe chaque feuille avec le mélange.",11,H.Atine,A.S.D.,343,10
"Lalin té ja lan an mitan siel, won kon an woul kaboué won.","La lune se trouvait déjà au milieu du ciel, aussi ronde qu’une roue de cabrouet.",18,T. Léotin,L. L.,343,37
Sé pa pies kalté kabouré-difé.,Elle n’est pas du tout une pétroleuse.,13,R.Confiant,Maris.,343,46
"Man espéré an ti sitjet tan ankò, jik lè sé kabouré-zòdi a koumansé fè tanbi-yo.",J'ai attendu encore un peu jusqu'à ce que les camion à ordures commencent à,15,R. Confiant,Maris.,343,50
I asiz anlè an bel touf prel menm jan kabouya.,"Elle s’assit sur une belle touffe d’herbe, toute pareille au cabouillat.",16,T. Léotin,L. L.,343,59
Ti kaboyez-la pa sa wè an nonm.,La petite faraude frétille devant les hommes.,14,G. Mauvois,A.K,344,4
Fout kabres-tala ni vié manniè !,Qu'est-ce que cette bonne femme a mauvais caractère !,6,,,344,16
"Sé kabrit ki bwè épi mouton ki sou, alow ?",C’est donc le cabri qui boit et le mouton qui est saoul alors ?,13,G.Mauvois,M.C.,344,30
"ou rantré mouton, ou sòti kabrit :",aussi bête qu'avant,19,lit. tu es entré mouton,tu es ressorti cabri,344,33
Soley mandé konpè Kabrit wè sa i té ké pé fè ba'y.,Le soleil demanda à compère Cabri de voir ce qu'il pouvait faire pour lui.,18,T. Léotin,L. E.,344,39
"Kantapou hannton, bet-lafiev oben kabrit-bwa, sé tout kay-la i ka kité ba yo.","Quant aux hannetons, bêtes-à-fièvre ou criquets, il leur laisse toute la maison.",13,J-M. Rosier,Lk.,344,43
"I soté, i kabriyolé é bien fré, i alé dòmi san pies rimò.","Il sauta, cabriola et bien frais  il alla dormir sans aucun remord.",20,M-Th. Lung-Fou,C. C.,344,54
I ba’y dé kaché.,Il lui a donné deux cachets.,11,R.Confiant,K.Y.,344,61
Dépi an tan makak té la manjé kachiman.,Depuis l’époque où les singes mangeaient des cachimans.,11,Monchoachi,K.L.,345,30
"Koté pa té ni pies movezté, pies makotay, pies kachimat.","Un endroit où il n’y avait ni mauvais coups, ni trahisons, ni chausse-trapes.",14,R. Confiant,K.Y.,345,35
I fè yo fèmen Mariyann touni adan an kacho.,Il fit enfermer Marianne toute nue dans un cachot.,12,F. Kichenassamy,C.D.D.,345,39
I té ja mété telman wob kadafa anlè-a.,Elle avait déjà essayé tant de robes de cérémonie.,18,J. Laurent et I. Césaire C. M.,A.,345,53
"I ka vansé, kadans-la ka pòté’y.","Il avance porté, par la cadence.",10,G.Gratiant,F.C.,345,60
"Falé bourik té ni bon janm, pòté dé kadav yon kou.",Il fallait que la bourrique ait des jambes solides pour pouvoir porter les deux cadavres.,16,F. Marbot,Bamb.,346,4
"Dépi ou maré’y, i kadav.","Dès que tu l’attaches, il devient rigide.",5,,,346,11
Fok i té pozé kadav-li.,Il fallait qu’il repose son corps.,11,R.Confiant,Bitak.,346,19
An sel laposésion kadi anni débòdé anlè tout lajè péyi-a !,Une vaste procession de caddies s'étala sur toute la surface du pays.,16,D. Boukman,Mig.,346,25
Yen ki kadié moun i ka kadié moun dépi yè.,Il ne cesse d’embêter les gens depuis hier.,10,,,346,29
Kadiyak ka espozé nan senmitiè loto.,Les Cadillac sont exposées dans les cimetières de voiture.,13,G-H. Léotin,M. V.,346,34
"Yo ouvè dé bra’y, yo kadjé janm-li.","On lui a ouvert les bras, écarté les jambes de force.",14,G. de Vassoigne,M. N.,346,38
I té wè i adan an tribinal ki té ni krapo djol kadnasé épi pat maré an kwa asou an bout banbou.,Il se vit dans un tribunal où des crapauds à la gueule cadenassée et aux pattes attachéesen croix étaient fichés sur une tige de bambou.,11,T. Léotin,L. E.,346,45
Moun ka fè’w kado pè lapen.,Les gens te font cadeau de paires de lapins.,11,G. Mauvois,M.M.,346,52
Kay-la té toupòtré an kadrilatè.,La maison ressemblait beaucoup à un quadrilatère.,5,,,347,17
Ti chimen-an té ka kadriyé kann-lan asou pliziè lekta tè.,Le petit chemin quadrillait les cannes sur plusieurs hectares de terre.,17,G-H. Léotin,M. V.,347,21
"Misié Ti Jan, ou pa ka rété bwè tibren kafé ?","Monsieur Ti Jean, vous ne prendrez même pas un peu de café ?",19,J. Laurent et I. Césaire,C.M. A.,347,26
Kaféyè misié Wobè a brilé an tan volkan.,La caféière de monsieur Robert a brûlé à l’époque de l’éruption de la montagne,8,,,347,30
Man genyen an bel kafitiè ba nennenn mwen pou anniversè’y.,J’ai acheté une belle cafetière à ma grand-mère pour son anniversaire.,10,,,347,35
"Mons an fè, mons kafoukafou ki zot yé !","Monstres de fer, monstres aveugles que vous êtes !",16,R. Confiant,Bitak.,347,39
Man lé ou mété van-an adan an kaj.,Je veux que tu enfermes le vent dans une cage.,12,I. Césaire,C. N.J.,347,45
An lot dimanch Finot vini kajolé kartiémet-la.,"Un autre dimanche, Finotte vint cajoler le quartier-maître.",13,G.Gratiant,F.C.,347,49
"Pou ou ka fè’y, fò pa sé kaka ki an tet ou, non.","Pour que tu parviennes à faire cela, il ne faut pas que tu aies du caca dans la tête.",18,G. Mauvois,M.C.,347,55
ou sé dènié kaka chien an lari,vous êtes un moins que rien,20,lit. vous êtes la dernière crotte de chien dans la,rue,347,59
"Kon lelmi té ka wè yo, i té ka kaka.","Lorsque l'ennemi les voyait, il était terrorisé.",18,G. Mauvois,K. L. K.,348,11
Menm si'w prèmié kaka-chienn an ploton malpalans.,Même si tu es le premier bon à rien dans le peloton de la médisance.,12,E. Pézo,Port.,348,28
"Yè oswè, étjip-mwen an fè an match kaka-kok.","Hier soir, mon équipe a fait un piètre match.",8,,,348,35
Fok mété an kakan ba bef-tala.,Il faut mettre un carcan à ce bœuf.,6,,,348,47
Sé la yo ka akité det li épi yo ka antéré kakas-la.,Il  se trouve alors acquitté de ses dettes et on entreprit d’enterrer sa carcasse.,23,J. Laurent et I. Césaire,C. M. A.,348,68
Bel manjé ka fini nan kakatwè.,La bonne nourriture finit aux W. C.,13,G-H. Léotin,M. V.,348,73
Lanmen’y red anlè tjilot kaki’y.,Sa main figée sur son pantalon en kaki.,12,R.Confiant,J.D.D.B.,349,9
Ni adan ki éséyé fè kakol.,Il y en a qui ont essayé de faire de la résistance.,10,M-Th. Lung-Fou,C. C.,349,53
"Manman mwen ki an kal-la, sa i fè’w, souplé ?","Ma mère qui se trouve dans la cale, que vous a donc t-elle fait ?",12,Monchoachi,K.L.,349,67
"I suiv li, ka pòté kalbas lou a.","Il l’a suivit, portant la lourde calebasse.",12,F. Kichenassamy,C.D.D.,350,19
An kok Voklen ki fè’y sa. An kalagway.,C’est un coq du Vauclin qui lui a fait ça. Un calagouaille.,13,G. Mauvois,M.M.,350,33
Kanmiyon-an raché kalann loto-a.,Le camion a arraché la calandre de la voiture.,4,,,350,54
Chanm-la pres kalans aprézan parapò a sa i té yé avan.,La chambre est presque impeccable maintenant par rapport à ce qu’elle était avant.,15,J. Florentiny,Dod.,350,60
"Monfi, alé pwan an ti kalbas dlo ba manman’w.",Mon fils va chercher une calebasse d’eau pour ta mère.,19,J. Laurent et I. Césaire,C. M. A.,351,4
Anlè ti chimen kalbosé lavi a.,Sur le petit chemin cabossé de la vie.,11,Monchoachi,K.L.,351,10
Sa ki té kalboy bliyé soufwans-yo.,Ceux qui étaient mal en point oublièrent leurs souffrances.,12,R. Confiant,Maris.,351,14
"Yo rivé dan bwa, manniè yo té kalé pwa.",Ils arrivèrent dans les bois sans doute après avoir écosser les pois.,11,F.Marbot,Bamb.,351,22
Zig-li a tiré an kalech adan mab-mwen an.,Son tir a arraché un éclat à ma bille.,8,,,351,29
I té sa péché épi zen épi kalen.,Il savait pécher avec des hameçons et des nasses de rivière.,15,M-Th. Lung-Fou,P. D.,351,33
I jik fè kalennda pa tout bò.,Il dansa même la calenda de tous côtés.,13,T. Léotin,L. L.,351,37
"An kwazé chimen, an kalfou lavi a, ni an manzel ki toujou ka dansé.","A la croisée des chemins, aux carrefours, il y a toujours une demoiselle qui danse.",14,N. Cage-Florentiny,H. N.,351,41
I ka ba’w an kali.,"Cela vous donne un cancer à la matrice.    (H. Atine, A.S.D.)",5,,,351,49
"Sé tianmay-la, adan tout balan-yo, ka fè mwen ped kalibich.","Les enfants, dans leur élan, me font perdre l'équilibre.",17,Jean Bernabé,Matin.,352,2
"Ni chien-fanm ki ni milé ek révolvè, kontel jérè labitasion ek koumandè kaliè.","Il y a des coureurs de jupons qui possèdent des mulets et des revolvers, comme les géreurs",13,R. Davidas,Ch.,352,7
"Si’w pa ni sa, pa konté trapé pies model travay kalifié.","Si vous ne possédez pas cela, n’espérez trouver aucun travail qualifié.",16,J. Florentiny,D.,352,24
Manman manman’y té fet pa asou Kalikata.,La mère de sa mère était née du côté de Calcutta.,11,T. Léotin,O.L.,352,39
I té ka fè tjuit anpil kalimason.,Il faisait cuire beaucoup de colimaçons.,11,L. Hearn,T.F.B.C.,352,43
Lapolitik sé an sel kalkomanni makak toubannman.,La politique n’est qu’une imitation simiesque.,11,J-M. Rosier,Lk.,352,56
"Alò tjè’y , ki té ka bat kon an tanbou ladja kalmé kò’y.","Alors son cœur qui battait comme un tambour de lagghia, se calma.",13,I. et H. Cadoré,S.D.M.,353,10
"Gadé, Titi, ni an bel kalmi-siré jòdi-a.","Regarde, Titi, il y a un beau calme plat aujourd’hui.",11,R. Loiseau,Latit,353,17
Ola kaloj-la yé ?,Où se trouve la cage ?,10,D.Boukman,Déliv.,353,25
An kòn-lanbi kaloté lannuit-la.,Le son d’une conque de lambi gifla la nuit.,9,R. Confiant,Maris.,353,31
Mi anvwala jòdi-jou Vié-Blan té paré pou fè neg maché kalpat.,"Voilà qu’aujourd’hui, les Blancs étaient prêts à faire en sorte que les Nègres marche",11,R. Confiant,E. P. T..,353,38
Makoumè-a pa té jenmen pòté kalson.,L’homosexuel n’avait jamais porté de caleçon.,13,N. Rosette,O. L.N.,353,46
"Bwosé, benyen lé maten, tout kalté bagay.","Se brosser, se baigner le matin, toutes sortes de choses.",15,C. Colombo,T. J. M. L.,353,54
"Anfen, sé on sel kalvakad avan bakannal kannaval.","Enfin, c'est un énorme tintamarre avant le déchaînement du carnaval.",15,Jid,Ant. n° 1123,353,61
I kalvakadé désann pa asou Lasous Founiol.,Il descendit à toute vitesse vers la source Fourniol.,13,R.Confiant,K.Y.,354,2
Mé ou fè kalvè'w anlè latè lézom.,Mais tu as accompli ton calvaire sur la terre des hommes.,15,Jala,A. T. K. P.,354,6
"Man jwé ! Tokant fè, bien kam.","J'ai joué !, fit Toquante, très calme.",13,T. Léotin,L. E.,354,10
Epi yo rivé douvan an kamach oti té ni twa woch-difé.,"Puis, ils arrivèrent près d'une cabane où il y avait un foyer constitué de trois pierres.",17,R. Confiant,Maris.,354,14
"Ou kanal-zòn. Sa ou ka soufè a, an ?","Tu es dans la zone du Canal. De quoi peux-tu bien souffrir, hein ?",13,G. Mauvois,Jaz,354,33
"Wè i wè sa, Sina ralé an kandaré déwò.","Voyant cela, Sina brandit un couteau à cran d'arrêt.",14,R. Confiant,Maris.,354,39
Té ni plis kandida lanné-tala.,Il y avait davantage de candidats cette année.,5,,,354,43
"An serk kanf, an serk souf épi dènié-a an serk sel.","Un cercle de camphre, un cercle de souffre et le dernier, un cercle de sel.",14,R. Confiant,M.F.,354,53
